unique_id,release_year,title,origin,genre,plot
2907,2013,Empire State,American,crime,"After failing to get into the local police academy, Chris Potamitis (Hemsworth), settles for a security guard job with the Empire State Armored Truck Company. Chris makes the mistake of mentioning the company's lax security to his best friend Eddie (Angarano), and is soon unwittingly drawn into an elaborate scheme to rob the abundant piles of cash being stored there – resulting in the largest cash heist ($11 million) to that point in U.S. history."
2908,2013,Ender's Game,American,action,"In the future, humanity is preparing to launch an attack on the homeworld of an alien race called the Formics who had attacked Earth and killed millions; the Formic invasion was stopped by Mazer Rackham, who crashed his F-35 Lightning II into a Formic queen ship at the apparent cost of his life. Over the course of fifty years, gifted children are trained by the International Fleet to become commanders of a new fleet for this counter-attack."
2909,2013,Enough Said,American,comedy,"Eva, a masseuse and the divorced mother of a teenage girl, attends a party in Pacific Palisades with her friends, married couple Will and Sarah. There she meets a poet, Marianne, and Will introduces Eva to one of his friends, Albert. After the party, Albert asks Will for Eva's number and, although hesitant since she is not physically attracted to him, Eva agrees to go on a date with Albert, which goes well."
2910,2013,Epic,American,adventure,"17 year old Mary Katherine, or M.K., moves in with her eccentric scientist father Professor Bomba, who has been searching for tiny humanoid soldiers called Leafmen. They protect the forest that Bomba lives near from wicked creatures called Boggans and their malevolent leader Mandrake. An independent young soldier named Nod decides to quit, much to the ire of the no-nonsense Leafmen leader Ronin."
2911,2013,Erased,American,thriller,"Ben Logan is an American single parent who has recently moved to Belgium with Amy, his previously estranged teenaged daughter. He works for a company within the Halgate Group, a multinational technology corporation. When one of his co-workers discovers that a patent has been apparently misfiled, Logan brings it to the attention of his boss, Derek Kohler."
2912,2013,Escape from Planet Earth,American,animated,Scorch Supernova (Brendan Fraser) is a heroic alien on a mission to rescue captured babies from the Gnarlachs. He rescues them just in time before the Gnarlachs wake up. Scorch returns to Planet Baab where he is known as a famous hero and works at BASA with his older brother Gary (Rob Corddry).
2913,2013,Escape Plan,American,action,"Ray Breslin is a former prosecutor who co-owns Breslin-Clark, a Los Angeles–based security firm specializing in testing the reliability of maximum security prisons. He spends his life getting into prisons to study their designs and the guards' habits to find and exploit their weaknesses, thus enabling him to escape without a hitch or a victim. His goal is to ensure that criminals sent to prison stay inside by eliminating the weakness of every prison; Breslin's wife and child were murdered by an escaped convict he had successfully prosecuted."
2914,2013,Europa Report,American,science fiction,"Dr. Unger (Embeth Davidtz), CEO of Europa Ventures, narrates the story of the Europa One mission. Six astronauts embark on a privately funded mission to Jupiter's moon Europa to find potential sources of life.[4] The crew members are Captain William Xu (Daniel Wu), pilot Rosa Dasque (Anamaria Marinca), chief science officer Daniel Luxembourg (Christian Camargo), marine biology science officer Katya Petrovna (Karolina Wydra), junior engineer James Corrigan (Sharlto Copley) and chief engineer Andrei Blok (Michael Nyqvist). After six months of mission time, a solar storm hits the ship, knocking out communication with mission control."
2915,2013,Evil Dead,American,horror,"In the woods, several men capture a frightened girl and tie her up in a cellar. It is then revealed that she is possessed, and her father immolates her and shoots her in the head. Some time later, David and his girlfriend Natalie arrive at a cabin in the woods, where the pair meet up with his younger sister Mia and his friends Eric and Olivia."
2916,2013,"Face of Love, TheThe Face of Love",American,romantic comedy,"Nikki (Bening) is a recent widow whose husband, Garret (Ed Harris), died in a drowning accident and who has not yet gotten over it. Objects, people and situations that remind Nikki of the love of her life still haunt her. Resigned to life alone, Nikki visits an art gallery she often frequented with Garret and sees a man (Harris in a dual role) whose resemblance to her husband stuns her."
2917,2013,Family Weekend,American,drama,"Emily (Olesya Rulin) is a speed rope-jumping champion of her school and general overachiever. She is praised by one love-lorn boy at school (though she is mocked by other students) for her achievements, but her family does not care about her jump roping success. On Friday, Emily wins the regional championship in speed rope-jumping and moves on to the state championship to be held the coming weekend."
2918,2013,Far Marfa,American,comedy-drama,"The story, about lost art, both literally and figuratively, follows the journey of Carter Frazier, a down on his luck music producer hiding out in the tiny West Texas town of Marfa when a strange man gives him a (famously lost) piece of modern art, then turns up dead later that day. Carter seeks the art after it goes missing, hoping to fund his dream of building a music studio and improve his foundering existence, but he's thwarted by cops, local characters and, ultimately, fate along the way."
2919,2013,Fast & Furious 6,American,action,"Following their successful heist in Brazil, Dominic ""Dom"" Toretto and his professional criminal crew have fled around the world: Dom lives with Elena; his sister Mia lives with Brian O'Conner and their son, Jack; Gisele and Han live together; and Roman and Tej live in luxury. Meanwhile, DSS agent Luke Hobbs and Riley Hicks investigate the destruction of a Russian military convoy by a crew led by former British SAS Major and special ops soldier Owen Shaw. Hobbs persuades Dom to help capture Shaw by showing him a photo of the supposedly long-dead Letty Ortiz, Dom's former lover."
2920,2013,"Fifth Estate, TheThe Fifth Estate",American,thriller,"The story opens in 2010, with the release of the Afghan War Logs. It then flashes back to 2007, where journalist Daniel Domscheit-Berg meets Australian computer hacker Julian Assange for the first time, at the Chaos Communication Congress in Berlin. Daniel's interest in online activism has led him to Assange, with whom he has corresponded by email."
2921,2013,Five Dances,American,romantic drama,"Chip, a young dancer who recently arrived in New York City, starts to train and practice with three other dancers and the ballet master; the dancing room where they practice is in SoHo. While patiently rehearsing each figure of the five dances making up the ballet, Chip has to choose between going back to his family home in the Midwest and starting his own career and personal life.[2]"
2922,2013,Frances Ha,American,comedy-drama,"Frances Halladay is a 27-year-old dancer who lives with her best friend Sophie in Brooklyn. When Sophie decides she wants to relocate to her dream neighborhood of Tribeca, Frances is unable to afford it and is forced to find someplace else to live. She moves to Chinatown and shares an apartment with her friends Lev and Benji for a brief period."
2923,2013,"Frankenstein Theory, TheThe Frankenstein Theory",American,horror,"Professor Jonathan Venkenheim, interviewed by a film crew, reveals that Mary Shelley's Frankenstein is a fictionalized account of his ancestor Johann's scientific and medical accomplishments. Interviewed separately, Venkenheim's girlfriend Anne reveals that he's been suspended and scoffs at his theory. This view is shared by the film crew, though Vicky, the director, stands up for her friend."
2924,2013,Free Birds,American,animated,"Reggie the turkey has always been afraid of Thanksgiving because turkeys have always been on the menu, but his attempts to warn his farm-based flock constantly fall on deaf ears and has made him an outcast. When the other turkeys finally realize what is going on, they thoughtlessly throw Reggie outside in an attempt to save themselves, instead of listening to his escape plan. In a surprise twist of fate, he winds up being named the ""pardoned turkey"" by the President of the United States and is subsequently taken to Camp David."
2925,2013,Fright Night 2: New Blood,American,horror comedy,"Charley Brewster, Ed Bates and Amy Peterson are with their class as exchange students in Romania, where Charley tries to reconcile with Amy after she suspects him of cheating. On their first night in the hotel, Charley spots a woman biting another woman in the residence across the road. That woman is revealed later that night to be Gerri Dandridge, the college professor who will be teaching them about Romanian history and culture."
2926,2013,Frozen,American,animated,"Princess Elsa of Arendelle possesses cryokinetic magic, often using it to play with her younger sister, Anna. After Elsa accidentally injures Anna with her magic, their parents, the King and Queen, take both siblings to a colony of trolls led by Grand Pabbie. He heals Anna, but alters her memories to remove traces of Elsa’s magic, warning Elsa that she must learn to control her powers."
2927,2013,"Frozen Ground, TheThe Frozen Ground",American,thriller,"The film opens in an Anchorage motel room in 1983, where 17-year-old Cindy Paulson (Vanessa Hudgens) is handcuffed and screaming for help. She is rescued by an Anchorage Police Department patrol officer. He takes Paulson to the hospital, and her clothes are kept for a rape kit."
2928,2013,Fruitvale Station,American,drama,"The film depicts the story of Oscar Grant III, a 22-year-old from Hayward, California, and his experiences on the last day of his life, before he was fatally shot by BART Police in the early morning hours of New Year's Day 2009. The movie begins with the actual footage of Oscar Grant and his friends being detained by the BART Police at the Fruitvale BART station in Oakland on January 1, 2009, at 2:15 a.m. right before the killing."
2929,2013,G.B.F.,American,comedy,"Tanner Daniels (Michael J. Willett) and Brent Van Camp (Paul Iacono) are two closeted teenage high school students. Their school, North Gateway High in suburban New Jersey, is dominated by three feuding cliques respectively led by the three most popular girls in school: Fawcett Brooks (Sasha Pieterse), Caprice Winters (Xosha Roquemore), and 'Shley Osgood (Andrea Bowen)."
2930,2013,G.I. Joe: Retaliation,American,action-adventure,"Following the events of The Rise of Cobra, Duke (Channing Tatum) has become the leader of the G.I. Joe unit, which is framed for stealing nuclear warheads from Pakistan by Zartan (Arnold Vosloo), who is impersonating the President of the United States (Jonathan Pryce). The unit is subsequently eliminated in a military air strike with Duke as one of the casualties."
2931,2013,Gangster Squad,American,action,"In 1949 Los Angeles, gangster Mickey Cohen has become the most powerful figure in the California criminal underworld, and intends to continue to expand his criminal enterprise to Chicago and New York City. The police have not been able to stop Cohen's ruthless rise, as Cohen has eliminated witnesses and bribed both the court and the police, controlling both illegal and legal sides of L.A. Determined to put a stop to Cohen, Chief Bill Parker, the head of the Los Angeles Police Department, creates a secret police unit with the sole mission of stopping Cohen and bringing him to justice."
2932,2013,Generation Iron,American,documentary,Generation Iron chronicles seven top bodybuilders as they train to compete in the 2012 Mr. Olympia.
2933,2013,Geography Club,American,comedy-drama,"Sixteen-year-old Russell is still going on dates with girls while having a secret relationship with football quarterback Kevin, who will do anything to prevent his football teammates from finding out. Min and Therese tell everyone that they're just really good friends. And then there's Ike, who can't figure out who he is or who he wants to be."
2934,2013,Getaway,American,action-thriller,"Washed up former race driver Brent Magna (Ethan Hawke) arrives home to find his house ransacked and his wife, Leanne, missing. He then receives a phone call from a mysterious man known only as The Voice (Jon Voight), who reveals himself as the kidnapper of Magna's wife. The man tells Magna that he must follow a set of instructions precisely in order to be reunited with his wife."
2935,2013,Girl Most Likely,American,comedy,"Imogene Duncan (Kristen Wiig) was once a promising playwright who now works in a low-paying magazine job in New York City. After her affluent boyfriend leaves her and she is fired from her magazine gig, she stages a suicide attempt in an effort to get her ex's attention and is accidentally discovered by her friend Dara. Held in the hospital on a 5150 (involuntary psychiatric hold), she is eventually released into her estranged mother's (Annette Bening) care where she is taken to her childhood home in New Jersey."
2936,2013,"Glimpse Inside the Mind of Charles Swan III, AA Glimpse Inside the Mind of Charles Swan III",American,comedy-drama,"In the 1970s, successful graphic designer and ladies' man Charles Swan III (Sheen) is dumped by his girlfriend Ivana (Winnick), and it throws his life into a tailspin.[1] He does not know whether he loves her or hates her or wants her back or never wants to see her again.[2] Along with his best friend, Kirby (Schwartzman) and his manager, Saul (Murray), Charles starts to suffer from nightmares, fever dreams of past relationships and hits rock bottom as he tries to recover from the recent breakup and tries to turn his life around.[3]"
2937,2013,Go for Sisters,American,thriller,"Bernice (Lisa Gay Hamilton) is a tough, no-nonsense parole officer whose son has gone missing. Fontayne (Yolonda Ross) is her old high school buddy whose brush with a possible parole violation lands her case on Bernice's desk. When Bernice discovers that her son is a possible murder suspect, she enlists Fontayne in a quest to rescue her son from what turns out to be Drug Lords and a Chinese Snakehead."
2938,2013,"Good Day to Die Hard, AA Good Day to Die Hard",American,action,"In Moscow, Viktor Chagarin, a high-ranking, but corrupt, Russian official plans to incriminate former billionaire and government whistleblower Yuri Komarov in an imminent rigged trial unless Komarov hands over a secret file believed to contain evidence incriminating Chagarin. Separately, Jack McClane, who has been arrested after an assassination attempt, negotiates for a shorter sentence by offering to testify against Komarov."
2939,2013,Grace Unplugged,American,drama,"Grace ""Gracie"" Trey is a Christian teenager with religious parents who take her to youth group and church every Sunday. Her dad doesn't let her play and sing her own way when she is anywhere. Her father is strict about their religion and only wants her to sing religious songs."
2940,2013,Gravity,American,drama,"NASA Space Shuttle Explorer, commanded by veteran astronaut Matt Kowalski, is in Earth orbit on mission STS-157 to service the Hubble Space Telescope. Dr. Ryan Stone is aboard on her first space mission as a mission specialist, her job being to perform a set of hardware upgrades on the Hubble. During a spacewalk, Mission Control in Houston warns Explorer's crew about a Russian missile strike on a defunct satellite, which has inadvertently caused a chain reaction forming a rapidly-expanding cloud of space debris, ordering the crew to return to Earth immediately."
2941,2013,"Great Gatsby, TheThe Great Gatsby",American,romantic drama,"In 1931, Nick Carraway, a World War I veteran, is receiving treatment for alcoholism at a psychiatric hospital. He talks about Jay Gatsby, the most hopeful man he had ever met. Nick's doctor suggests that he writes his thoughts down, since writing is Nick's passion."
2942,2013,"Green Inferno, TheThe Green Inferno",American,horror,"Justine, a college freshman, becomes interested in a social activism group led by Alejandro and his girlfriend Kara. The group plans a trip to the Amazon rainforest to stop a company from logging and obliterating ancient native tribes there; the goal is to film the logging crews with cell phones and stream footage to raise awareness. Justine suggests she could bring attention to the issue through her father, an attorney for the United Nations."
2943,2013,Greetings from Tim Buckley,American,bio-pic,"In 1991, a young Jeff Buckley rehearses for his public singing debut at a Brooklyn tribute show for his father, the late folk singer Tim Buckley. Struggling with the legacy of a man he barely knew, Jeff forms a friendship with an enigmatic young woman Allie, working at the show and begins to discover the powerful potential of his own musical voice. Greetings from Tim Buckley is filled with stirring musical performances and the memorable songs of a father and son who were each among the most beloved singer/songwriters of their respective generations.[3]"
2944,2013,Grown Ups 2,American,comedy,"Three years after the events of the first film, Lenny Feder has relocated his family back to his Connecticut hometown of Stanton where he and his friends grew up. In the film's opening in the Feder household, Lenny wakes up to find a wild deer standing next to his bed. Lenny tries to get his wife Roxanne to open the window."
2945,2013,Grudge Match,American,boxing,"In their prime, Pittsburgh boxers Henry ""Razor"" Sharp (Sylvester Stallone) and Billy ""The Kid"" McDonnen (Robert De Niro) become rivals after two fights, one in which Kid beats Razor and one in which Razor beats Kid, the only defeats of their careers. Before they have a rematch, Razor announces his retirement without explanation, infuriating Kid and costing them a big payday. Years later, Razor is low on money and working in a shipyard when he's visited by promoter Dante Slate, Jr. (Kevin Hart), who wants Razor to provide a motion capture performance for a video game."
2946,2013,"Hangover Part III, TheThe Hangover Part III",American,comedy,"Two years after the events in Bangkok, Leslie Chow (Ken Jeong) escapes from a maximum security prison, using a riot as cover. Meanwhile, in the United States, Alan Garner (Zach Galifianakis) causes a multi-car freeway pileup after he purchases a giraffe and accidentally decapitates it on a low overpass. Alan's father Sid (Jeffrey Tambor), angry with Alan for his immature antics and never owning up to his mistakes, dies of a heart attack in the middle of a lecture."
2947,2013,Hansel & Gretel,American,horror,"Teen siblings Hansel and Gretel Grimm are abducted by an elderly recluse named Lilith and witness the horrors of her home in the woods. Lilith and her moronic sons are involved in a conspiracy to fatten up children before she eats them and the local population to serve in meat pies in her local shop ""the Gingerbread House"". The plot revolves around their attempts to escape the clutches of this old age pensioner, and her mute sons."
2948,2013,Hansel & Gretel Get Baked,American,horror comedy,"The film begins with an electrician (Cary Elwes) monitoring the electricity box behind an old house. Peering in through a window, he sees a huge marijuana crop. Something pulls him through the window, and we hear him give a dying scream."
2949,2013,Hansel & Gretel: Witch Hunters,American,action-adventure,"Abandoned by their father deep in a forest, young Hansel and Gretel enter a gingerbread house and are captured by a cannibalistic witch. The witch forces Hansel to continuously eat candy to fatten him up, and enslaves Gretel by ordering her to prepare the oven. The siblings outsmart her and incinerate her in the fire of the oven."
2950,2013,Hatchet III,American,slahser,"The film picks up immediately after the end of the last film, with Marybeth Dunston (Danielle Harris) blowing off the head of Victor Crowley (Kane Hodder) with a shotgun. She walks away and comes across the bodies of Vernon and John, where she hears a somehow still alive Victor in the woods. Marybeth starts up the chainsaw and prepares for a fight, but is grabbed by Victor, whose head is bloody but reattached."
2951,2013,"Hateship, Loveship",American,drama,"Johanna Parry (Kristen Wiig) must move to a new town to begin work as a housekeeper for Mr. McCauley (Nick Nolte), an elderly man who needs help keeping house, and to be a caretaker for McCauley's granddaughter, Sabitha (Hailee Steinfeld). She meets Sabitha's father and McCauley's son-in-law, Ken (Guy Pearce), who does not live with Sabitha or McCauley, but instead resides in Chicago. Sabitha's best friend, Edith (Sami Gayle), tells Johanna (after Johanna asks where Sabitha's mother lives) that Ken's wife died several years ago."
2952,2013,"Haunted House, AA Haunted House",American,horror comedy,"In August 2012, a young couple, Malcolm and Kisha, move in together. As Kisha arrives, she accidentally kills Shiloh, Malcolm's dog, by running him over with her car. On the first night, Malcolm is constantly awoken with Kisha farting loudly that eventually drives him out of the room."
2953,2013,"Haunting in Connecticut 2: Ghosts of Georgia, TheThe Haunting in Connecticut 2: Ghosts of Georgia",American,horror,"The film is set in 1993. Andy and Lisa Wyrick, along with their daughter Heidi, move into a rural home after receiving a deal from the bank. They are told that no one had previously lived on the land, which is why they are getting such a great deal."
2954,2013,He's Way More Famous Than You,American,comedy,"When once-up-and-coming indie film starlet Halley Feiffer loses her boyfriend, her agent and her career in one fell swoop she finally realizes that something has got to change...she has to become WAY MORE FAMOUS! Armed with a stolen script and two pitchers of sangria, Halley enlists the help of her brother Ryan to make a movie, starring herself (of course), and any A-list celebrity she can land. Halley will stop at nothing in this balls to the wall Hollywood comedy...even if it means hurting the only people who truly care about her."
2955,2013,"Heat, TheThe Heat",American,buddy cop,"FBI agent Sarah Ashburn (Sandra Bullock) is an expert and effective investigator in New York City, but is despised by allied agents for her egotistical and vicious personality. When her manager assigns her to a mission in Boston, she meets detective Shannon Mullins (Melissa McCarthy), a skilled but loudmouth, bloodthirsty, sadistic, hot headed, dirty cop who is part of the Boston Police Department. Ashburn's ruthless philosophy clashes with Mullin's nefarious style of law work, proved during their attempt to interrogate local drug dealer Rojas (Spoken Reasons) who was captured by Mullins."
2956,2013,Hell Baby,American,horror comedy,"An expectant couple move into a haunted fixer-upper in New Orleans. There, they encounter a neighbour named F'resnel who tells them about the bloody history of their house. Vanessa (Leslie Bibb) and her husband, Jack (Rob Corddry), exhibiting a certain carelessness in their house hunting, buy a foreboding wreck of a place in New Orleans that the local residents have given demonic nicknames like ""House of Blood""."
2957,2013,Her,American,romance,"In a near future Los Angeles, Theodore Twombly is a lonely, introverted, depressed man who works for a business that has professional writers compose letters for people who are unable to write letters of a personal nature themselves. Unhappy because of his impending divorce from his childhood sweetheart Catherine, Theodore purchases a talking operating system (OS) with artificial intelligence, designed to adapt and evolve. He decides that he wants the OS to have a female voice, and she names herself Samantha."
2958,2013,"Hobbit: The Desolation of Smaug, TheThe Hobbit: The Desolation of Smaug",American,adventure,"Thorin and his company are being pursued by Azog and his Orc party following the events of the previous film. They are ushered along by Gandalf to the nearby home of Beorn, a skin-changer who can take the form of the bear. That night, Azog is summoned to Dol Guldur by the Necromancer, who commands him to marshal his forces for war, so Azog delegates the hunt for Thorin to his son Bolg."
2959,2013,Home Run,American,drama,Pro baseball player Cory Brand is forced into a rehabilitation program in his Oklahoma hometown after several alcohol-related incidents. He is responsible for injuring his brother in an alcohol-related crash. Cory reluctantly enters a Celebrate Recovery.
2960,2013,Homefront,American,action drama,"Two years after the raids of a gang's methamphetamine laboratory where his cover was blown, former DEA Agent Phil Broker (Jason Statham) and his daughter Maddy (Izabela Vidovic) have moved to a small Louisiana town where Maddy's deceased mother grew up. Maddy gets into a schoolyard fight with a bully named Teddy Klum; when Broker comes to the school, Teddy's hostile father, Jimmy (Marcus Hester), picks a fight with him and loses. Cassie Klum (Kate Bosworth) later asks her brother, a drug dealer named Gator Bodine (James Franco), to scare Broker."
2961,2013,"Hospital, TheThe Hospital",American,horror,College student Beth Stratman (Constance Medrano) decides to travel to the small town of Bridgeport to do some additional research for a paper about local folklore. There are many stories about the old abandoned hospital there. The police think it is full of drug dealers and prostitutes.
2962,2013,"Host, TheThe Host",American,romance,"The human race has been taken over by small parasitic aliens called ""Souls"". They travel to planets inserting themselves into a host body of that planet's dominant species while suppressing the host's consciousness. They access the host's memories, and occupied hosts are identifiable by silver rings in the hosts' eyes."
2963,2013,Hours,American,drama,"In 2005, before Hurricane Katrina strikes New Orleans, Nolan Hayes rushes his wife Abigail Hayes to the emergency room as she is in labor five weeks early. The doctor explains to Nolan that his wife gave birth to a baby girl but lost her life in the process due to liver failure. Nolan refuses to accept her death and is in grief."
2964,2013,House of Dust,American,horror,"1951 - Having already killed OCD patient Billy Brown (Michael Goodin) at the Redding House Asylum, a psychiatrist (Stephen Spinella) experiments on simple-minded inmate Melvin Veman (Peyton Clarkson) and sociopath Levius Laitura (John Lee Ames). With Levius still alive, the psychiatrist has his orderlies put the bodies of all three men inside the crematorium to burn them. Present Day - Camden College student Dylan (Eddie Hassell) tells his girlfriend Gabby (Holland Roden) and his roommate Kolt (Steven Grayhm) about the now abandoned asylum's haunted history."
2965,2013,"Catching Fire, The Hunger Games:The Hunger Games: Catching Fire",American,action drama,"After the 74th Hunger Games, Katniss Everdeen and Peeta Mellark return to District 12, where President Snow visits Katniss. Snow explains that her actions in the Games have inspired uprisings. He orders her to use the upcoming Victory Tour to convince people that her actions were out of love for Peeta and not defiance against the Capitol, or District 12 will be destroyed, ""just like District 13""."
2966,2013,I'm in Love with a Church Girl,American,drama,"Wealthy drug dealer Miles Montego meets a nice Christian girl, Vanessa Leon, at a mutual friend's house, and the two hit it off and start a relationship. Miles tells Vanessa that he used to be a drug dealer, but now wants to change his life. At first she is reluctant, but accepts it, assuming that he will start having faith in God."
2967,2013,I Spit on Your Grave 2,American,horror,"Missouri-born Katie Carter (Dallender) is an aspiring young model living in New York City and working as a restaurant waitress and receptionist to make ends meet. Desperate to update her modeling portfolio, she answers an advertisement offering a free photography session. She then meets three Bulgarian brothers, photographer Ivan (Absolom) and his assistants Nikolai, known as ""Nicky"" (Aleksiev), and Georgy (Baharov), who becomes infatuated with Katie."
2968,2013,"Iceman, TheThe Iceman",American,crime thriller,"In the 1960s, Richard Kuklinski (Michael Shannon) marries Deborah (Winona Ryder) and the couple have two daughters. Kuklinski keeps secrets from his family. He works dubbing pornographic films, which he then supplies to a mob operated syndicate, but he tells his family that he dubs Disney cartoons."
2969,2013,Identity Thief,American,comedy,"In Denver, accountant Sandy Patterson (Jason Bateman) buys identity theft protection from Diana (Melissa McCarthy), a con artist, over the phone and reveals all of his personal information. At work, after Sandy clashes with his obnoxious and bullying boss, Harold Cornish (Jon Favreau), he receives a phone call that reminds him he has an appointment at a salon in Florida. Confused, he puts it out of his mind when co-worker Daniel Casey (John Cho) suggests they and several others leave Cornish's company and start their own firm; Sandy agrees to join them."
2970,2013,In a World...,American,comedy,"Sam Sotto is a Hollywood actor who is known as ""king of voice-overs"" for his extensive narration and voice-over work. He has recently published an autobiography and is about to receive a lifetime achievement award upon turning 60. His 31-year-old daughter, Carol Solomon, is a struggling vocal coach who has always been overshadowed by her father."
2971,2013,InAPPropriate Comedy,American,comedy,The framing device has Vince Offer pressing buttons on his tablet computer that open offensive applications.[5] A psychologist (Rob Schneider) has a session with a sex-obsessed young woman (Noelle Kenney) who wants to change. She shows him the pills that make her wild. He takes them and passes out on the floor.
2972,2013,"Incredible Burt Wonderstone, TheThe Incredible Burt Wonderstone",American,comedy,"In 1982, young Albert is harassed by bullies. His mother gives him a special magic trick set by veteran magician Rance Holloway as his birthday present. He studies the instructional video and begins to practice some tricks, attracting the attention of a classmate, Anthony."
2973,2013,Indescribable,American,drama,"Blynn Lehman, one of nine children in a family in Pasadena, California during 1917 is facing many changes. His older brother announces that he's received a draft notice from the U.S. Army."
2974,2013,Inequality for All,American,documentary,"In the wake of the 2007–08 financial crisis and the rise of the Occupy movement, the issue of income inequality has gained public awareness. Over the last thirty years according to this documentary, most of the economic gains went to a very few: the top 1% of earners now take in more than 20% of all income—three times what they did in 1970. Inequality is even more extreme at the very top."
2975,2013,The Inevitable Defeat of Mister & Pete,American,drama,"During a sweltering summer in New York City, 13-year-old Mister’s (Skylan Brooks) hard-living mother (Hudson) is apprehended by the police, leaving the boy and nine-year-old Pete (Dizon) alone to forage for food while dodging child protective services and the destructive scenarios of the Brooklyn projects. Faced with more than any child can be expected to bear, the resourceful Mister nevertheless feels he is an unstoppable force against seemingly unmovable obstacles. But what really keeps the pair in the survival game is much more Mister’s vulnerability than his larger-than-life attitude."
2976,2013,Inside Llewyn Davis,American,musical drama,"In February 1961, Llewyn Davis is a struggling folk singer in New York City's Greenwich Village. His musical partner, Mike Timlin, has died by suicide; his recent solo album Inside Llewyn Davis is not selling; he has no money and is sleeping on the couches of friends and acquaintances. He plays The Gaslight Cafe one night, then gets punched out in the alley."
2977,2013,Insidious: Chapter 2,American,horror,"In 1986, Lorraine Lambert summons demonologist Elise Rainier to help her son Josh, who is being followed by the spirit of an old woman. After investigating the house and encountering paranormal phenomena, Elise tells Lorraine that they must suppress Josh's astral projection abilities for his own safety. Twenty-five years later, Renai Lambert is under questioning about the death of Elise."
2978,2013,"Internship, TheThe Internship",American,comedy,"Salesmen Billy McMahon (Vince Vaughn) and Nick Campbell's (Owen Wilson) employer goes out of business, and Billy applies for Google internships on their behalf. They are accepted due to their unorthodox interview answers, despite a lack of relevant experience. They are the only interns not of traditional collegiate age."
2979,2013,Iron Man 3,American,superhero,"At a New Year's Eve party in 1999, Tony Stark meets scientist Maya Hansen, the inventor of experimental regenerative treatment Extremis that allows recovery from crippling injuries. Disabled scientist Aldrich Killian offers them a place in his company Advanced Idea Mechanics, but Stark rejects him. Thirteen years later, Stark is having panic attacks due to his experiences during the alien invasion and subsequent Battle of New York.[N 1] Restless, he has built dozens of Iron Man suits, creating friction with his girlfriend Pepper Potts."
2980,2013,It's a Disaster,American,black comedy,"Four couples gather for a regular brunch which, over the years, has devolved into a gathering fraught with tension and awkwardness. One guest (Glenn) is meeting the others for the first time, on his third date with Tracey, the notoriously picky doctor in the group. As they settle into the afternoon (awaiting an ""always late"" fifth couple, Jenny and Gordon), they get to know the new member of the group and catch up on old times."
2981,2013,Jack the Giant Killer,American,fantasy,"After climbing a giant beanstalk, Jack discovers a land in the clouds populated by evil beasts. When the beasts make their way down to Earth, he must figure out how to get back down and save everyone from the oncoming threat."
2982,2013,Jack the Giant Slayer,American,action-adventure,"In the Kingdom of Cloister, Jack, a young farm boy, is fascinated by the legend of Erik, an ancient king who defeated an army of invading giants from a realm in the sky by controlling them with a magical crown. At the same time, Princess Isabelle becomes fascinated with the same legend. Ten years later, Jack goes into town to sell his horse to support his uncle's farm."
2983,2013,Jackass Presents: Bad Grandpa,American,comedy,"Billy is sitting in the waiting room of a lawyer's office. His mother Kimmie comes out to grab him and tells him they're going to see his grandfather. Irving Zisman is sitting in the waiting room of a hospital, checking out a magazine and looking at racy photos."
2984,2013,Java Heat,American,action,"A suicide bomber detonates himself at a party in Java, Indonesia, and a Javanese Sultan's daughter, Sultana (Atiqah Hasiholan), is believed to be one of the unidentified victims. Jake Travers (Kellan Lutz), an American posing as a graduate student from Cornell University, was at the scene of the blast and is held as a witness by a police detective of Detachment 88, Lieutenant Hashim (Ario Bayu). After interviewing Jake at the crime scene, Hasim and Jake are attacked by terrorists led by Malik (Mickey Rourke) and his henchman Achmed."
2985,2013,Jay & Silent Bob's Super Groovy Cartoon Movie,American,animated,"After winning $10,000,000 from a scratchcard they bought at the Quick Stop, Jay & Silent Bob decide to become superheroes Bluntman and Chronic (a parody of Batman and Robin). They build a secret fortress of solitude beneath RST Video and acquire all the necessary gadgets and accessories to make them ideal crime-fighters. They also hire their own butler, Albert (a parody of Alfred Pennyworth)."
2986,2013,Jayne Mansfield's Car,American,drama,"The film is set in 1969 Morrison, Alabama. The Caldwell family includes three World War II veterans—brothers played by Thornton, Bacon and Patrick—their sister Donna (LaNasa), and a patriarch, Jim Caldwell (Duvall), who is a World War I veteran. The Caldwells are involved in a cultural clash with the Bedfords, a family which includes Phillip (Stevenson), a World War II veteran, his sister Camilla (O'Connor), and their father Kingsley (Hurt), also a World War I veteran."
2987,2013,Jobs,American,bio-pic,"The film opens in 2001 with a middle-aged Steve Jobs (Ashton Kutcher) introducing the iPod at an Apple Town Hall meeting.[6] It then flashes back to Reed College in 1974. Jobs had already dropped out due to the high expense of tuition, but was still attending classes with the approval of Dean Jack Dudman (James Woods) who took him under his wing. Jobs is particularly interested in a course on calligraphy."
2988,2013,John Dies at the End,American,dark comedy,"David Wong, a slacker, recalls confronting a zombie skinhead whom he beheaded one year prior and wonders whether an axe that had its handle and head replaced over time is still the same axe. In the present day, he meets with small time reporter, Arnie Blondestone, to recount the supernatural events that plagued the small, undisclosed city David lives in. Some time ago, David is at a party with his friend John, with acquaintances Fred Chu, Justin White, along with high school classmate Amy Sullivan, who has an amputated hand."
